,product_name,price,spec_score,votes,user_rating,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,battery,screen_feature,processor_name,processor_speed,no_cores,caches,graphics_card,ram_memory,internal_memory,port_connection,wireless_connection,usb_ports,hardware_features
33,Lenovo ThinkBook 15 G5 21JF002JIN Laptop ,33790,62,189,4.1,Windows 11,Performance,18.9mm Slim,1.7kg,1 Year,15.6inches,1920x1080 px,141,"45Wh, 3 Cell Battery",Anti Glare,AMD Radeon AMD Graphics,4 x 2.3GHz (Turbo Speed upto 4.3GHz) Cores,"Quad Core, 8 Threads",8MB Cache,AMD Radeon AMD Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
34,Zebronics Pro Series Z ZEB-NBC 3S 2023 Laptop ,27990,61,189,4.1,Windows 11,Performance,19.9mm Average,1.76kg,1 Year,15.6inches,1920x1080 px,141,38.5Wh Battery,16:9   Aspect Ratio,Intel Integrated Graphics,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB Cache,Intel Integrated Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 2 x USB Type-C",2MP Camera
35,Lenovo ThinkBook 15 G5 21JFA00BIN Laptop ,44990,65,102,4.3,Windows 11,Performance,18.9mm Average,1.7kg,1 Year,15.6inches,1920x1080 px,141,"45Wh, 3 Cell Battery",Anti Glare,AMD Radeon AMD Graphics,8 x 2GHz (Turbo Speed upto 4.5GHz) Cores,"Octa Core, 16 Threads",16MB Cache,AMD Radeon AMD Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
36,HP Victus 15-fa1128TX Gaming Laptop ,65990,64,90,4.6,Windows 11,Gaming,23.5mm Thick,2.29kg,1 Year,15.6inches,1920x1080 px,141,"52.5Wh, 3 Cell Battery",Anti Glare,13th Gen Intel Core i5 13420H,4 x (Turbo Speed upto 4.6GHz) Performance Cores4 x (Turbo Speed upto 3.4GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
37,Acer Nitro V ANV15-51 2023 Gaming Laptop ,77990,59,456,4.2,Windows 11,Gaming,25.9mm Thick,2.6kg,1 Year,15.6inches,1920x1080 px,141,,Anti Glare,13th Gen Intel Core i5 13420H,4 x (Turbo Speed upto 4.6GHz) Performance Cores4 x (Turbo Speed upto 3.4GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"6GB, NVIDIA GeForce RTX 4050 GraphicsLarge",16GB DDR5 SDRAM RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
38,HP Omen 16-xf0060AX Gaming Laptop ,120900,78,154,4.7,Windows 11,"Gaming, Performance",13.5mm Slim,2.37kg,1 Year,16inches,1920x1080 px,141,"83Wh, 6 Cell Battery",16 : 9 Aspect Ratio,7th Gen AMD Ryzen 7 7840HS,8 x 3.8GHz (Turbo Speed upto 5.1GHz) Cores,"Octa Core, 16 Threads",16MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsLargest",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
39,HP 255 G9 840T7PA Laptop ,19979,44,1110,3.9,DOS,Everyday Use,17.9mm Average,1.47kg,1 Year,15.6inches,1366x768 px,100,"41Wh, 3 Cell Battery",16:9 Aspect Ratio,AMD Integrated Graphics,2 x 2.3GHz (Turbo Speed upto 3.2GHz) Cores,"Dual Core, 2 Threads",4MB Cache,AMD Integrated Graphics,4GB DDR4 RAM,256GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
40,Acer One 14 Z8-415 ‎2023 Laptop ,33990,55,2026,3.7,Windows 11,Everyday Use,21.6mm Thick,1.49kg,1 Year,14inches,1920x1080 px,135,"45.5Wh, 2 Cell Battery",,‎Intel Iris Xe Graphics Graphics,4 x 2.4GHz (Turbo Speed upto 4.2GHz) Cores,"Quad Core, 8 Threads",8MB Cache,‎Intel Iris Xe Graphics Graphics,16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
41,Asus TUF Gaming A15 FA577NU-LP082W Gaming Laptop ,89990,73,144,4.1,Windows 11,Gaming,24.9mm Thick,2.2kg,1 Year,15.6inches,1920x1080 px,141,"90Wh, 4 Cell Battery",16:9 Aspect Ratio,7th Gen AMD Ryzen 7 7735HS,8 x 3.2GHz (Turbo Speed upto 4.75GHz) Cores,"Octa Core, 16 Threads",16MB Cache,"6GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16GB DDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
42,Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop ,52990,66,308,4.1,Windows 11,"Gaming, Performance",24.5mm Thick,2.3kg,1 Year,15.6inches,1920x1080 px,141,"48Wh, 4 Cell Battery",16:9 Aspect Ratio,11th Gen Intel Core i5 11400H ,6 x 2.2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 2050 GraphicsLargest",16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
43,HP 255 G8 689T4PA Laptop ,25680,55,342,4.2,Windows 11,Everyday Use,19.9mm Average,1.74kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",Anti Glare,AMD Radeon AMD Graphics,2 x 2.6GHz (Turbo Speed upto 3.5GHz) Cores,"Dual Core, 4 Threads",4MB Cache,AMD Radeon AMD Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
44,MSI Modern 14 C7M-062IN Laptop ,37990,59,1160,4.3,Windows 11,Performance,19.35mm Average,1.4kg,1 Year,14inches,1920x1080 px,157,"39.3Wh, 3 Cell Battery",,AMD Radeon AMD Graphics,6 x 2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",16MB Cache,AMD Radeon AMD Graphics,16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.2","2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
45,Dell Inspiron 5420 Laptop ,69999,62,103,4.4,Windows 11,Performance,15.7mm Slim,1.54kg,1 Year,14inches,1920x1080 px,157,4 Cell Battery,16:10 Aspect Ratio,Intel Integrated UHD Graphics,4 x 1.7GHz (Turbo Speed upto 4.4GHz) Performance Cores8 x 1.2GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12MB Cache,Intel Integrated UHD Graphics,16GB DDR5 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v4.0","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
46,Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop ,59990,66,2240,4.5,Windows 11,"Gaming, Performance",24.5mm Thick,2.3kg,1 Year,15.6inches,1920x1080 px,141,4 Cell Battery,Anti Glare,11th Gen Intel Core i5 11400H ,6 x 2.2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 3050 GraphicsLargest",16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
47,Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop ,46990,62,1220,4.2,Windows 11,Gaming,20mm Thick,1.8kg,1 Year,16inches,1920x1200 px,283,"50Wh, 3 Cell Battery",16:10 Aspect Ratio,AMD Radeon Vega 7 Graphics,6 x 3.3GHz (Turbo Speed upto 4.2GHz) Cores,"Hexa Core, 12 Threads",16MB Cache,AMD Radeon Vega 7 Graphics,8GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
48,Samsung Galaxy Book2 Pro 360 13 Laptop ,72990,63,182,4.0,Windows 11,Everyday Use,11.5mm Slim,1.04kg,1 Year,13.3inches,1080x1920 px,166,,Anti Glare,Intel Iris Xe Graphics Graphics,4 x 1.7GHz (Turbo Speed upto 4.4GHz) Performance Cores8 x 1.2GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12MB Cache,Intel Iris Xe Graphics Graphics,16GB LPDDR5 RAM,512GB SSD,"Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1",2 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
49,iBall Excelance CompBook Laptop ,8000,35,1743,3.8,Windows 10,Everyday Use,24mm Ultra Slim,1kg,1 Year,11.6inches,1366x768 px,135,,16:9 Aspect Ratio,Intel HD Graphics Graphics,4 x 1.33GHz (Turbo Speed upto 1.83GHz) Cores,Intel Atom Quad Core Z3735F,2MB Cache,Intel HD Graphics Graphics,2GB DDR3 RAM,32GB HARD DiskLargest,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth",1 x USB 3.0,0.3MP Camera
50,Apple MacBook Air 2024 MXCT3HN/A Laptop ,154900,52,76,4.1,Mac,Performance,11.3mm Slim,1.24kg,1 Year,13.6inches,2560x1664 px,224,52.6Wh Battery,,Apple M3,,Octa Core (4P + 4E),,Apple 10 Core GPU Graphics,16 GB RAM,512 GB SSD,Thunderbolt,"WiFi, Bluetooth v5.3",2 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
51,Apple MacBook Air 2024 MRYN3HN/A Laptop ,154900,56,84,4.2,Mac,Performance,11.5mm Slim,1.51kg,1 Year,15.3inches,2880x1864 px,224,66.5Wh Battery,,Apple M3,,Octa Core (4P + 4E),16MB Cache,10-Core GPU Graphics,8GB DDR4 RAM,512GB SSD,"Display Port, Thunderbolt","WiFi, Bluetooth v5.3",2 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
52,Apple MacBook Air 15 2024 MRYR3HN/A Laptop ,134225,54,67,4.1,Mac,Performance,11.5mm Slim,1.51kg,1 Year,15.3inches,2880x1864 px,224,66.5Wh Battery,,Apple M3,,Octa Core (4P + 4E),16MB Cache,10-Core GPU Graphics,8GB DDR4 RAM,256GB SSD,"Display Port, Thunderbolt","WiFi, Bluetooth v5.3",2 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
53,HP Spectre x360 14-ef2035TU Laptop ,146990,72,65,4.3,Windows 11,"Business, Performance",16.9mm Average,1.36kg,1 Year,13.5inches,3000x2000 px,267,"66Wh, 4 Cell Battery",Touch Screen,Intel Iris Xe Graphics Graphics,2 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Iris Xe Graphics Graphics,32GB LPDDR4X RAM,1TB SSD,Thunderbolt,"WiFi, Bluetooth v5.3","1 x USB 3.0, 2 x USB Type-C",5MP Camera
54,Lenovo Thinkpad E16 21JN004GIG Laptop ,63490,59,67,4.3,Windows 11,Performance,19.85mm Average,1.77kg,,16inches,1920x1080 px,141,"47Wh, 3 Cell Battery",Anti Glare,Intel Integrated Iris Xe Graphics,2 x (Turbo Speed upto 4.6GHz) Performance Cores8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Integrated Iris Xe Graphics,8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1","1 x USB 2.0, 1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Inbuilt Microphone"
55,HP Omen 14-fb0007TX Gaming Laptop ,191668,77,105,4.7,Windows 11,Performance,16.9mm Average,1.75kg,1 Year,14inches,2880x1800 px,243,"71Wh, 6 Cell Battery",Anti Glare,Intel Core Ultra 7 Series 1 155H,6 x 1.4GHz (Turbo Speed upto 4.8GHz) Performance Cores8 x 900MHz (Turbo Speed upto 3.8GHz) Efficient Cores2 x 700MHz (Turbo Speed upto 2.5GHz) Low Power Efficient Cores,"16 Cores (6P + 8E + 2LP-E), 22 Threads",24MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16GB LPDDR5x RAM,1TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
56,Lenovo IdeaPad Slim 5 ‎16IMH9 83DC0042IN Laptop ,75990,48,55,4.1,Windows 11,"Everyday Use, Performance",,,1 Year,16inches,1920x1200 px,142,"57Wh, 3 Cell Battery",16:9 Aspect Ratio,Intel Arc Graphics Graphics,4 x 1.2GHz (Turbo Speed upto 4.5GHz) Performance Cores8 x 700MHz (Turbo Speed upto 3.6GHz) Efficient Cores2 x 700MHz (Turbo Speed upto 2.5GHz) Low Power Efficient Cores,"14 Cores (4P + 8E + 2LP-E), 18 Threads",18MB Cache,Intel Arc Graphics Graphics,16GB LPDDR5 RAM,1TB SSD,HDMI,"WiFi, Bluetooth v5.3",2 x USB Type-C,"Backlit Keyboard, Inbuilt Microphone"
57,Asus ROG Strix SCAR 16 2024 G634JYR-RA001WS Gaming Laptop ,329990,92,102,4.2,Windows 11,Gaming,30.4mm Thickest,2.65kg,1 Year,16inches,2560x1600 px,189,"90Wh, 4 Cell Battery",16:10 Aspect Ratio,14th Gen Intel Core i9 14900HX,8 x 2.2GHz (Turbo Speed upto 5.8GHz) Performance Cores16 x 1.6GHz (Turbo Speed upto 4.1GHz) Efficient Cores,"24 Cores (8P + 16E), 32 Threads",36MB Cache,"16GB, NVIDIA GeForce RTX 4090 GraphicsLargest",32GB DDR5 RAM,2TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
58,Lenovo ThinkBook 15 G5 20VG0008UK Laptop ,49990,65,61,4.4,Windows 11,Performance,18.9mm Average,1.7kg,1 Year,15.6inches,1920x1080 px,141,"45Wh, 3 Cell Battery",Anti Glare,AMD Radeon AMD Graphics,8 x 2GHz (Turbo Speed upto 4.5GHz) Cores,"Octa Core, 16 Threads",16MB Cache,AMD Radeon AMD Graphics,16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
59,Honor MagicBook X16 2024 ‎Laptop ,46990,54,338,4.2,Windows 11,Everyday Use,17.9mm Slim,1.68kg,1 Year,16inches,1920x1200 px,142,3 Cell Battery,16:9 Aspect Ratio,Intel UHD Graphics Graphics,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,Intel UHD Graphics Graphics,16GB LPDDR4x RAM,512GB SSD,HDMI,"WiFi, Bluetooth","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
60,HP Omen 16-xf0081AX Gaming Laptop ,135999,83,71,4.4,Windows 11,"Gaming, Performance",13.5mm Slim,2.37kg,1 Year,16inches,1440x2560 px,184,"83Wh, 6 Cell Battery",16 : 9 Aspect Ratio,7th Gen AMD Ryzen 7 7840HS,8 x 3.8GHz (Turbo Speed upto 5.1GHz) Cores,"Octa Core, 16 Threads",16MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsLargest",32GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
61,Infinix INBook Y4 Max Series Laptop ,43990,53,121,4.5,Windows 11,"Everyday Use, Performance",17.95mm Slim,1.78kg,1 Year,16inches,1920x1200 px,142,70Wh Battery,16:10 Aspect Ratio,Intel Integrated Iris Xe Graphics,2 x (Turbo Speed upto 4.6GHz) Performance Cores8 x (Turbo Speed upto 3.4GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel Integrated Iris Xe Graphics,16GB LPDDR4X RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
62,Asus TUF Gaming F17 FX706HF-HX044WS Laptop ,51990,59,56,4.2,Windows 11,Gaming,,2.6 kg,1 Year,17inches,1920x1080 px,127,"48Wh, 3 Cell Battery",16:9 Aspect Ratio,11th Gen Intel Core i5 11400H,6 x 2.2GHz (Turbo Speed upto 4.5GHz) Cores,"Hexa Core, 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 2050 GraphicsLargest",8GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
63,Infinix INBook Y4 Max Series YL613 Laptop ,36990,54,122,4.5,Windows 11,"Everyday Use, Performance",17.95mm Slim,1.78kg,1 Year,16inches,1920x1200 px,142,70Wh Battery,16:10 Aspect Ratio,Intel Integrated Iris Xe Graphics,2 x 1.2GHz (Turbo Speed upto 4.5GHz) Performance Cores4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB Cache,Intel Integrated Iris Xe Graphics,16GB LPDDR4X RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
64,Acer Aspire Lite 15 AL15-52 Laptop ,34880,56,119,4.3,Windows 11,Performance,19.7mm Average,1.59kg,1 Year,15.6inches,1920x1080 px,141,"36Wh, 3 Cell Battery",16:9 Aspect Ratio,Intel UHD Graphics Graphics,2 x 1.2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 900MHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10MB Cache,Intel UHD Graphics Graphics,16GB DDR4 RAM,512GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
65,HP Omen 16-wf1025TX Gaming Laptop ,137990,79,63,4.2,Windows 11,Performance,23.88mm Thick,2.39kg,1 Year,16.1inches,1920x1080 px,137,"83Wh, 6 Cell Battery",Anti Glare,14th Gen Intel Core i7 14700HX,8 x 2.1GHz (Turbo Speed upto 5.5GHz) Performance Cores12 x 1.5GHz (Turbo Speed upto 3.9GHz) Efficient Cores,"20 Cores (8P + 12E), 28 Threads",33MB Cache,"8GB, NVIDIA GeForce RTX 4060 GraphicsAverage",16GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
66,MSI Titan 18 HX Gaming Laptop ,599990,87,72,4.2,Windows 11,"Gaming, Performance",,,2 Year,18inches,3840x2400 px,252,4 Cell Battery,Anti Glare,14th Gen Intel Core i9 14900HX,,,,"16 GB, NVIDIA GeForce RTX 4090 GraphicsLargest",32 GB DDR5 RAM,2 TB SSD,"Ethernet (LAN), HDMI, Display Port, Multi Card Reader","WiFi, Bluetooth v5.4","3 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
67,Lenovo Legion Pro 5 161IRX9 Laptop ,149990,69,101,4.7,Windows 11,Gaming,,,1 Year,16inches,2560x1600 px,189,"80Wh, 4 Cell Battery",Anti Glare,Intel Core i9 14900HX,8 x (Turbo Speed upto 5.5GHz) Performance Cores16 x (Turbo Speed upto 3.7GHz) Efficient Cores,"24 Cores (8P + 16E), 32 Threads",36MB Cache,"8GB, NVIDIA GeForce RTX 4070 GraphicsAverage",32GB DDR5 RAM,1TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
68,Samsung Galaxy Book 4 Pro 360 Laptop ,199990,72,60,4.4,Windows 11,Everyday Use,12.8mm Slim,1.66kg,1 Year,16inches,2880x1800 px,212,76Wh Battery,Anti Glare,Intel Arc Graphics Graphics,6 x 1.4GHz (Turbo Speed upto 4.8GHz) Performance Cores8 x 900MHz (Turbo Speed upto 3.8GHz) Efficient Cores2 x 700MHz (Turbo Speed upto 2.5GHz) Low Power Efficient Cores,"16 Cores (6P + 8E + 2LP-E), 22 Threads",24MB Cache,Intel Arc Graphics Graphics,16GB LPDDR5X RAM,512GB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
69,Xiaomi Redmi Book 16 2024 Laptop ,52990,57,56,4.2,Windows 11,"Business, Performance",15.9mm Slim,1.68kg,1 Year,16inches,2560x1600 px,189,72Wh Battery,16:10 Aspect Ratio,Intel Iris Xe Graphics Graphics,4 x (Turbo Speed upto 4.7GHz) Performance Cores8 x (Turbo Speed upto 3.5GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB Cache,Intel Iris Xe Graphics Graphics,16GB LPDDR5 RAM,512GB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
70,HP Pavilion 15-eg3032TU Laptop ,84700,64,81,4.7,Windows 11,Performance,17.9mm Average,1.75kg,1 Year,15.6inches,1920x1080 px,141,"41Wh, 3 Cell Battery",Anti Glare,Intel Iris Xe Graphics Graphics,4 x 2.2GHz (Turbo Speed upto 5GHz) Performance Cores8 x 1.6GHz (Turbo Speed upto 3.7GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18MB Cache,Intel Iris Xe Graphics Graphics,16GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
71,HP Victus 15-fa1145TX Gaming Laptop ,62990,68,416,4.3,Windows 11,Gaming,22.5mm Thick,2.37kg,1 Year,15.6inches,1920x1080 px,141,"52.5Wh, 3 Cell Battery",Anti Glare,12th Gen Intel Core i5 12450H,4 x 2GHz (Turbo Speed upto 4.4GHz) Performance Cores4 x 1.5GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12MB Cache,"4GB, NVIDIA GeForce RTX 2050 GraphicsAverage",16GB DDR4 RAM,1TB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
72,Apple MacBook Pro 16 2023 Laptop ,399900,65,103,4.7,Mac,Performance,16.8mm Slim,2.16kg,1 Year,16.2inches,3456x2234 px,254,100Wh Battery,,Apple M3 Max,,16 Cores (12P + 4E),,40 Core GPU Graphics,48 GB RAM,1 TB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.3",3 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
73,Apple MacBook Pro 14 2023 Laptop ,186899,54,92,4.8,Mac,Performance,15.5mm Slim,1.61kg,1 Year,14.2inches,3024x1964 px,254,,,Apple M3 Pro,,11 Cores (5P + 6E),,14 Core GPU Graphics,18 GB RAM,512 GB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.3",3 x USB Type-C,"Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
74,Lenovo V15 G4 Laptop ,24790,44,136,4.4,Windows 11,Performance,,,1 Year,15.6inches,1920x1080 px,147,,Anti Glare,AMD Radeon 610M Graphics,2 x 2.4GHz (Turbo Speed upto 3.5GHz) Cores,"Dual Core, 2 Threads",2MB Cache,AMD Radeon 610M Graphics,8GB LPDDR5 RAM,512GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
75,Dell Inspiron 3530 Laptop ,69990,53,76,4.3,Windows 11,Business,,,1 Year,15.6inches,1920x1080 px,141,,Anti Glare,Intel UHD Graphics Graphics,2 x (Turbo Speed upto 5GHz) Performance Cores8 x (Turbo Speed upto 3.7GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel UHD Graphics Graphics,16GB DDR4 RAM,512GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
76,Asus Vivobook 15 X1502ZA-EJ385WS Laptop ,41990,53,141,4.2,Windows 11,Performance,,,1 Year,15.6inches,1920x1080 px,141,3 Cell Battery,16:09 Aspect Ratio,Intel UHD Graphics Graphics,2 x 1.5GHz (Turbo Speed upto 4.4GHz) Performance Cores8 x 1.1GHz (Turbo Speed upto 3.3GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12MB Cache,Intel UHD Graphics Graphics,8GB DDR4 RAM,512GB SSD,HDMI,"WiFi, Bluetooth v5.0","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Inbuilt Microphone"
